video_id,genre,seg_idx,p_remove,weak_p,gold_label,fn_label,disfl_label,text_snippet,visual_context_term
-QTkPfq7w1A,commentary,29,0.3595,1.0,1.0,discourse_filler,filled_pause,"Okay, I thought it was spam, so I didn't reply. Uh, and then I got a couple of emails and I felt bad and I thought, okay, I'd be nice and actually respond. I drafted up a little email, but once I hit send, suddenly my in",
iDtfzQnW-B4,commentary,63,0.3602,0.1216,,new_information,clean,That's the one constant thing with my character. I'm kissing fucking everybody dude. Yeah. Alright. (phone vibrating) Is there something you want to say Spencer?,
1NLoTuRR3hE,podcasts,178,0.3617,0.9227,,useful_repetition,filled_pause,"And for me politically, it's as I said, it's code red. not just the substance, the morality of it, but also the politics attached to it because the other parties weaponize this and it's it's multicultural. It's multi-thn",
Aj0s9ztoKUc,entertainment,48,0.3619,0.0707,,new_information,filled_pause,"I'm gonna eat a little bit more while you think. This could be a fusion thing. It could be like a chicken curry egg roll is what they would call it. Oh, you, uh, you're onto something there.",
IiAjADve-ec,tv_series,62,0.3631,0.9271,,useful_repetition,clean,"With my humble respect, sir, you're a fifth-generation dictator. -The people have no choice. -That is beside the point. The point is that as my father taught me, and his father before him, these are my people. I must be ",
MsIvs_6vC38,lectures,9,0.3644,0.0191,,new_information,clean,"Let me start from A, A inverse equal the identity. And let me transpose both sides. That will bring a transpose into the picture. So if I transpose the identity matrix, what do I have? The identity, right? If I exchange ",
IiAjADve-ec,tv_series,206,0.3667,0.9163,,clarification,clean,"I don't know their names. The one with no cojones is a fish. The other one, the stupid one, his tongue twists. Princessa, love is the only thing that can break the spell put in your father when your mother died.",
Aj0s9ztoKUc,entertainment,52,0.3671,1.0,,off_topic,clean,"Rhett, 4. I got scared for a second. Thought he had a gold chain. I got a flat one, Link.",
vexARYQjdN8,podcasts,6,0.3676,0.0719,,new_information,clean,"- Okay. - So it's very difficult for you, like, if you take a grip here on the side, and then you were to try to come in and split my legs, right there, you see how I can start to slide and there's a gap on this side. A ",
vexARYQjdN8,podcasts,4,0.368,0.075,,new_information,clean,"- The fundamental movement here is the splitting either the hips, or you're doing some-- - Leg to the outside. - You've just gotten really good at doing this step. - And generating power from it, where when I kick, like,",
1NLoTuRR3hE,podcasts,135,0.3685,0.157,,new_information,repetition,I I wish she could see my four kids. >> Yeah. Yeah. Yeah. Yeah. >> Come on. >> Yeah. >> I got sworn in as governor of California and my wife's there and we got a three-year-old.,
vexARYQjdN8,podcasts,10,0.3686,0.785,,clarification,restart,"- And then you're doing this big-- - Yes, so, typically if I find my point at the center, my foot starts there, and then I replace, and I slip, and then we come back out. If you're gripping and I'm holding your hand, whi",
Aj0s9ztoKUc,entertainment,77,0.3695,0.0965,,new_information,clean,"We've been told that we should just cut and eat. I'm trying to peek in here. Well, you've peeked. So, so inside of here we've got some minced meat, some sort of looks like an egg yolk. Is that a shrimp? And then some sor",
IiAjADve-ec,tv_series,104,0.3699,0.2713,,new_information,clean,"Am I driving too fast? I think I'll stay back here on the floor until you turn off the thrusters, yes? Just a tad? [Spanish spoken audio] Are you okay? I'm fine.",
3esF-pNAM9c,podcasts,6,0.3724,0.075,0.0,new_information,clean,and I can go into detail into these but these are what underpin all the negative consequences of glucose spikes so start with that first one okay the mitochondria so there's these little factories in your cells that are ,
ZL5LcsJGS5Y,tv_series,18,0.3741,0.1265,,new_information,clean,"""But whoever it is, they know us very well."" The sun disappeared behind the city skyline, leaving the warehouse in shadow once again. Serhat and Zeynep stood side by side, looking out the window at the darkening streets.",
9szhjhO9epA,commentary,2,0.3746,0.1216,0.0,new_information,clean,This is a video about the surprising genius of zippers. What is that? - This is a device that basically started it all. The idea was just to take a bunch of hooks and eyes and try to put them together in some fashion to ,
IiAjADve-ec,tv_series,16,0.3747,0.8254,,useful_repetition,clean,"-Just sign here. -The people are my responsibility, Piñeda. My wife and I made a promise to take care of them. -[Spanish spoken audio].",
3esF-pNAM9c,podcasts,0,0.3771,0.2875,,new_information,repetition,you're telling me that that will have an impact absolutely and the studies prove it it's an amazing ingredient that's been used for its health benefits for example it has impact on visceral fat and that belly fat yeah,
1NLoTuRR3hE,podcasts,184,0.3773,1.0,,discourse_filler,filled_pause,"I'm like, that's amazing. You're an expert. It was Israel for sure. No, it was inflation for sure. No, it was interest rates for sure. No, it was incumbency uh for sure. No, it was uh it was woke for sure. It was trans f",
MsIvs_6vC38,lectures,43,0.3775,0.1107,,new_information,revision,"Row three against column two, it looks like the minus five. What it's that ten. How did that ten get in there? I don't like that ten. I mean -- of course, I don't want to erase it, because it's right.",
4DfCXjwQBRA,commentary,22,0.3782,0.0719,0.0,new_information,clean,"- One day the partying stops? Say it ain't so mantis man. And finally, finally, there's rhino dude and he sucks. - [Narrator] Mick, a holistic health practitioner from LA.",
o0AMK3wFK9E,ted,94,0.3782,1.0,,off_topic,filled_pause,"And for those of you that don't know this, uh, Chicago is the proud birthplace of house music. All right. Yes. Now, we're going to hear from Darlene, who is a legend in Chicago.",
H5DhD5Nwl_0,ted,4,0.3801,0.0893,,new_information,clean,"It keeps the blood flowing by preventing platelets from clumping and plasma proteins from turning solid, while also dilating the pig’s vessels and dissolving existing blood clots. She laps the flowing blood, the notch in",
1NLoTuRR3hE,podcasts,105,0.3802,0.0339,,new_information,filled_pause,They were denied the ability to marry for only one reason. They were a same-sex couple. And uh we decided to test the law and was told that people found out and they were not going to allow us to move forward with the fi,
1wsF9GpGd00,lectures,3,0.3827,0.3391,,new_information,clean,"We can say that B is a strict subset of A, because B is a subset of A, but it does not equal A, which means that there are things in A that are not in B. So we could even go further and we could say that B is a strict or",
o0AMK3wFK9E,ted,32,0.3828,0.1265,,new_information,clean,The lights were brighter than I thought they were going to be. I'm feeling nervous because I have a really ambitious idea to attempt to deliver here and I really wish that I had more time to sit down and memorize every a,
MsIvs_6vC38,lectures,49,0.3832,0.0456,,new_information,clean,"Oh, I know that all this is going to be left, right? Then I have two one zero. So I get two one zero there, right? And what's the third row?",
Aj0s9ztoKUc,entertainment,49,0.3839,1.0,,off_topic,clean,"I'd go for Australia, if I were you. I'm losing too much. Well. That might be the reason to go take a chance. Yeah, it might be. Australia is a good guess. No, I'm thinking Egypt. You haven't been to Egypt. No, I haven't",
1NLoTuRR3hE,podcasts,106,0.3849,0.0205,,new_information,clean,They were going to do a temporary restraining order. I realized I was mayor. I could open city hall earlier. So we opened city hall at 8. We married Phyllis and Lion.,
MsIvs_6vC38,lectures,15,0.385,1.0,,off_topic,clean,"And please don't. We'll be beyond that, but it's the right algebra to do first. Okay. So, now I'm coming near the end of it, but I want to get it in a decent form. So my decent form is matrix form. I have a matrix A, let",
MsIvs_6vC38,lectures,55,0.3856,0.0965,,new_information,clean,"What's great is when we put them on the other side -- their inverses in the opposite order, there the L comes out just right. Okay. Now -- oh gosh, so today's a sort of, like, practical day. Can we think together how exp",
4DfCXjwQBRA,commentary,33,0.3857,0.075,0.0,new_information,clean,It's time for the second date. Dominic is first. So we're at least spared the rhino man for a little while. - I wouldn't say I have tactics to win.,
IiAjADve-ec,tv_series,80,0.3871,0.0337,,new_information,clean,"Yes, it's easy for you to say. Rogelio, may I call you Rogelio? Please, sir, you can call me anything you want. Sir, you're El Comandante, right? Thank you, Rogelio.",
iDtfzQnW-B4,commentary,76,0.3874,0.1265,,new_information,clean,"Yeah, leave a comment suggest some other similar games like this that I can play once this series is over maybe. Press subscribe button, because as soon as you press the subscribe button, you become a valued citizen of K",
1NLoTuRR3hE,podcasts,246,0.3882,0.1602,,new_information,clean,"What more evidence do you need? He's quite literally they're so concerned about taking over the House. Now, Democrats were on path to do it. They have to re-rig the game.",
IiAjADve-ec,tv_series,64,0.389,0.2803,,new_information,clean,"From today, no one's allowed to bring me bad news before twelve o'clock. -Yes, sir. -No.",
o0AMK3wFK9E,ted,93,0.3905,1.0,,discourse_filler,filled_pause,"Uh and I just I feel like I was remembering uh all the tips that I had along the way. I had the clicker in the wrong hand, but it was cool. >> Next up is Chicago's very own Queen of House music.",
Aj0s9ztoKUc,entertainment,3,0.3919,0.0268,,new_information,clean,"To enter, head over to Mythical.com and snag a golden tee just like this one that Link is wearing for a chance at winning one of three winning tees. Okay? But you know what? Don't take our word for it, listen to these gu",
IiAjADve-ec,tv_series,60,0.3919,0.1216,,new_information,clean,"The last thing we need right now is for people to think that El Comandante's daughter has run one of them over. -That would invite… -Invite him to dinner. Dinner? Dinner! Surely, you've heard of it.",
IiAjADve-ec,tv_series,46,0.392,1.0,,off_topic,clean,"This may help to recover part of my very high lost income and feed my many people, at least for today. What really worries me is… -Are you all right? -Yes. Not counting my back, of course.",
4X16Iw5ST4Q,commentary,28,0.3926,0.0193,1.0,new_information,filled_pause,it's just common courtesy okay uh thank you so much current for sponsoring this video and so many others in the past hope you check them out because it helps me out a bunch when you guys check out the sponsor so everybod,this video
6HVYHNTDOFs,commentary,37,0.3936,0.1216,0.0,new_information,clean,"But, notice that this process is completely reversible. If the piston is released, the high pressure air pushes the piston back until the pressure equalizes. So now, when one of the molecules bounces off the piston, it l",
o0AMK3wFK9E,ted,62,0.3959,1.0,,off_topic,clean,"You have to figure out every little detail of how the host interacts with the parasite that triggers the parasite to feed. And if you don't, they just die. And look, for several months, these parasites dying was my entir",
IiAjADve-ec,tv_series,11,0.3965,0.9127,,clarification,clean,"You can barbecue him, you can even chop him up into pieces and put him in with your rice. -There's 1000 ways. -Are you done? -Yes. -Okay. Look, if you ask me, I think we should all learn shipbuilding.",
MsIvs_6vC38,lectures,33,0.3968,0.0719,,new_information,clean,"Okay. So I've got the inverse of this, I've got three matrices in a row now. And it's their inverses that are going to show up, because each one is easy to invert. Question is, what about the whole bunch?",
1wsF9GpGd00,lectures,10,0.3978,0.0191,,new_information,clean,"They're note quite exactly the same thing. But we know already that we could also write that A is a strict superset of B, which means that A contains everything B has and then some. A is not equivalent to B. So hopefully",
1NLoTuRR3hE,podcasts,121,0.3978,0.7168,,useful_repetition,clean,"I called my sister. I'm like, ""What the hell is this?"" She goes, ""She's crying."" And she said, ""She just told me she's going to do an assisted suicide because it's so bad."" She left a voicemail. And so that next week I w",
53T5eYxGf3I,ted,0,0.399,1.0,,off_topic,restart,[Music] hi my name is marchan farmer technologist I was born in Poland now in the US I started a group called open- Source ecology we've identified the 50 most important machines that we think takes from Modern Life to e,
3esF-pNAM9c,podcasts,36,0.4003,0.1578,0.0,new_information,revision,but I won't eat until what 400 p.m. 5:00 p.m. which will be probably you know after I get back to the office and stuff like that you feel good I feel fine so that's the thing right my recommendation is if you feel great ,
1NLoTuRR3hE,podcasts,57,0.401,1.0,,off_topic,filled_pause,"You get the vibe. This is uh this is my father trying to insert. So, Irish Catholic family. My dad went to Catholic schools and so by definition, I went to Catholic school. My mother who loved the sailor outfits, kneeh h",
AeGEv0YVLtw,commentary,23,0.4018,1.0,,discourse_filler,restart,"There was actually this one really funny moment, when I moved out of the flat months after the breakup I had to get rid of this Ikea Trysil wardrobe. And when she first moved in I spent all day building the thing so she ",
iDtfzQnW-B4,commentary,62,0.4023,0.1265,,new_information,clean,"Sure. Orpheus I can't believe we're getting hitched. Outback Steakhouse, Outback Steakhouse I'll fuck it dude I'll kiss everybody.",
MsIvs_6vC38,lectures,11,0.403,0.0191,,new_information,clean,"So that's -- this equation is -- just comes directly from that one. But this equation tells me what I wanted to know, namely what is the inverse of this guy A transpose? What's the inverse of that -- if I transpose a mat",
IiAjADve-ec,tv_series,129,0.4032,0.0965,,new_information,clean,"I'll get you home. Oh, dear. Papa, I can explain. I don't want to hear anything you have to say right now. Margarita Tesoro, how could you make us worry like this? Sir, this was all my fault.",
1NLoTuRR3hE,podcasts,243,0.4033,0.2803,,new_information,clean,"That is not normal. And every day he's able to shapeshift and distract us to move someplace else. I've got a big announcement, huge announcement on Putin.",
o0AMK3wFK9E,ted,80,0.4035,0.1265,,new_information,clean,"Tip one, keep your questions short. 10 seconds or less. Long questions feel like a setup. Tip two, find the narrative. Get the story behind the belief. Help them talk about everyone's favorite subject themselves.",
4X16Iw5ST4Q,commentary,3,0.4039,0.0462,0.0,new_information,filled_pause,and yeah jacob made a video about these last year and a bunch of other people did as well but no one has the balls to make a video about it this year let's start off with one that uh really hits home for me [Music] yeah ,
IiAjADve-ec,tv_series,66,0.4043,0.2713,,new_information,clean,"Better make it closer to dinnertime. No, I can't do it today. No, I can not, I'm busy. No, it's too late. No, let's do something. Why don't we meet tomorrow?",
-QTkPfq7w1A,commentary,13,0.4045,0.0257,1.0,new_information,repetition,"When you cut the rope, each spring only extends by about half as far as before, which is why you can add so much slack on these black and red ropes to give the impression that the weight is going to fall down. When you c",
MsIvs_6vC38,lectures,73,0.4057,1.0,,off_topic,clean,"It's this order -- n cubed. It's like I have n terms, right? I've got n terms in this sum. And the biggest one is n squared. So the worst it could be would be n cubed, but it's not as bad as -- it's n cubed times -- it's",
IiAjADve-ec,tv_series,145,0.4062,0.0191,,new_information,clean,"I want to invite Rogelio to the party. -Why, Margarita? -I want to say goodbye. Please.",
IiAjADve-ec,tv_series,144,0.4072,1.0,,off_topic,clean,"-Yes. Why wouldn't I love him? Yes, then you will marry him. I just need to ask one thing. Anything, Mija.",
1NLoTuRR3hE,podcasts,113,0.4083,0.0893,,new_information,clean,">> Yep. So, you're contending with the woman in your life who's clearly had the most impactful role on shaping who you are and being there for you when the odds were against you and when no one else was. In the leadup an",
iDtfzQnW-B4,commentary,20,0.4087,1.0,,discourse_filler,clean,"Jesus. I'm always starving after a good cuddle sesh. Dig in, don't want it to get cold. You don't want this piping, hot, lemon, lime sandwich on white bread to get cold. Okay",
CcVMWwXOk8I,tv_series,11,0.4093,0.7386,,clarification,clean,"This delightful romcom follows Bar, a serious lawyer, an a joyful taxi driver whose parts cross after a mysterious accident involving his nephew. Their unlikely bond turns into a spark-filled journey of laughter and love",
IiAjADve-ec,tv_series,201,0.4096,0.2803,,new_information,clean,"I can pardon them, but I need your help with something else. Be careful of what you say. She's a high priestess. A great one. [Spanish spoken audio] You brought La Princesa.",
AeGEv0YVLtw,commentary,34,0.4101,0.2678,,new_information,revision,"Another risk along similar lines is that you might become what some psychologists might call ‘codependent:’ apparently it’s controversial whether there is actually such a thing, scientifically, but what I mean is - stric",
9szhjhO9epA,commentary,7,0.4104,1.0,1.0,off_topic,clean,"- [Gregor] See, one of the managers at the company had- - An absolutely drop-dead gorgeous daughter. (Gregor chuckles) And that daughter came into the eye of Gideon Sundback, and he was completely smitten. So he ends up ",
4EXVrzOACv4,commentary,23,0.4114,1.0,0.0,discourse_filler,clean,But also I am aware that there is a view of the world and an attitude towards food and a philosophy of food that is carried with that. It is not inherently good or bad but neither is it value neutral. Implicit in each is,
Aj0s9ztoKUc,entertainment,4,0.4118,1.0,,off_topic,clean,"Dost thou want to win $50,000? Yes, but how, my Lord? By removing thine sword? Squire, why don't you remove your sword from thine stump? Right away, milord.",
iDtfzQnW-B4,commentary,60,0.4121,0.047,,new_information,clean,"(suspenseful music) Okay bye, okay bye. Wow Kurtis, need something Gibbs. All right he should have like an Australian accent, right?",
4DfCXjwQBRA,commentary,10,0.4124,0.1663,1.0,new_information,clean,"- Side note, I hate the rhino guy and, but I will be talking about him later. Don't you worry your little head. Even right now, the trailer is sitting at a, you know, a healthy, like to dislike ratio, you know, and they ",
IiAjADve-ec,tv_series,93,0.4129,0.0191,,new_information,clean,"This is a refined game for refined people, that's it. No, silly, you just have to… Hey, listen, if you want to see the other side of the island, I'll take you. Wouldn't be proper, would it? Let's hope not. Margarita.",
6HVYHNTDOFs,commentary,28,0.413,0.3337,0.0,new_information,repetition,"- All kinds of rumors and jokes and cultural thoughts started to to crop up. And if you look at some of the most popular songs at the time, ""She Fell In Love with the Iceman,"" or ""The Iceman Took My Wife."" If you look at",look at
IiAjADve-ec,tv_series,43,0.4131,0.075,,new_information,clean,"I am Señor Piñeda. You were in a very minor car accident. Somehow, you stumbled in front of one of our vehicles. She had no intention of hurting you.",
IiAjADve-ec,tv_series,191,0.4132,0.1216,,new_information,clean,She killed Mr. Chunky. -It's not what you're thinking. -They should be thrown in jail. -Why? -Because they tried to steal your safe. -What?,
IiAjADve-ec,tv_series,135,0.4133,0.02,,new_information,clean,-You've confused her enough already. Margarita! Margarita! -Rogelio! -Tell them to let me go! Rogelio!,
4EXVrzOACv4,commentary,1,0.4141,1.0,1.0,off_topic,clean,"Since we want the final plating to be right-side-up, and we’ll be flipping them part way through the process, we’re thinking ahead here. Once they’re ready the first thing to do is put them into the microwave for eighty ",
1wsF9GpGd00,lectures,7,0.4141,0.075,,new_information,clean,"So once again, this right over here is false. Now we could have also added-- we could write B is a subset of C. Or we could even write that B is a strict subset of C. Now, we could also reverse the way we write this. And",over here
Aj0s9ztoKUc,entertainment,10,0.4143,0.1216,,new_information,clean,"Now, wraps can get a bad rap, but I love a good rap. That's, it's a confusing way to say that. Well, good, because confusion is part of my strategy. It's time for Where in the World Do These International Wraps Come From",
9szhjhO9epA,commentary,1,0.4144,0.0442,1.0,new_information,revision,"You probably used one 10 times today without even noticing, except the only time you do is when one breaks. I'll show you what to do when this happens, but what is actually going on inside this thing? I mean, obviously t",
AeGEv0YVLtw,commentary,40,0.4146,0.075,,new_information,clean,"Which is a joke, but it's also true. I do have flashbacks and nightmares and I am triggered occasionally and that can mess me up for a whole day, although it’s getting rarer, which is really nice. And sometimes having tr",
3esF-pNAM9c,podcasts,40,0.415,0.1578,0.0,new_information,filled_pause,you know we're all we're all stuck in this vicious cycle of having this toxic food around us that's making us sick but not understanding how to get out of it and everybody wants to be healthy that man he was eating stuff,look at
AeGEv0YVLtw,commentary,37,0.4156,0.1265,,new_information,clean,"I need a new philosophy. And it came as quite a shock to my Mum, who when it was all over and I told her said, “It’s hard to imagine you being terrified of anyone.” And that's fair, I’m a big strong guy. But that doesn’t",
1wsF9GpGd00,lectures,1,0.4163,0.2713,,new_information,clean,"So the first question is, is B a subset of A? And there you might say, well, what does subset mean? Well, you're a subset if every member of your set is also a member of the other set. So we actually can write that B is ",over here
4DfCXjwQBRA,commentary,57,0.4169,0.2803,0.0,new_information,clean,"The show itself, I can't really say I myself am not a spiritual cowboy, so I just couldn't be an honest judge of it but that's the video, baby. Thanks to and I genuinely have no idea how to pronounce this so please corre",
AeGEv0YVLtw,commentary,58,0.4185,0.7299,,clarification,clean,"This is Moscow calling On the 12th of April, the Soviet Union orbited a spaceship around the Earth with a man on board The astronaut is a Soviet citizen: Major Gagarin, Yuri Alekseevich"" <sick guitar and bass> ""Gagarin, ",
o0AMK3wFK9E,ted,78,0.4186,0.9831,,clarification,clean,"In other words, objectivity is an ability, not an identity. Hold it, Joshua. Hold it. Hold it. Learn without judgment.",
ZL5LcsJGS5Y,tv_series,19,0.4188,0.075,,new_information,clean,"Zeynep said quietly. Serhat took her hand, his grip steady. ""Then we get stronger."" In the distance, a phone screen lit up inside a parked car. A hidden figure watched the warehouse through binoculars and sent a short me",
1NLoTuRR3hE,podcasts,223,0.419,0.1216,,new_information,clean,"A war within. So, I say this very soberly and mindful of the moment we are in American history. >> Do you think he wants to see you fail?",
-QTkPfq7w1A,commentary,22,0.4201,0.1265,0.0,new_information,clean,"Well, not really. See, drivers like you are selfish and everyone wants the shortest possible travel time, which means everyone starts flooding the narrow city streets. As drivers switch to this new shortcut, the narrow s",
o0AMK3wFK9E,ted,14,0.4207,0.6948,,clarification,clean,"I'm realizing that a larger audience could also be served by having this information. And as I can tell you, fear and lack of imagination make for lousy guiding principles in science. You really nailed it. So good. So go",
3esF-pNAM9c,podcasts,99,0.4215,1.0,1.0,discourse_filler,filled_pause,so now now I protect protect myself you know I don't read anything and my team filters stuff to me that's important and uh all in all like the the quote unquote attention I just keep coming back to the fact that you know,
-QTkPfq7w1A,commentary,10,0.4219,0.02,0.0,new_information,clean,Look at what happens when you remove the slack side ropes from the initial setup. You're left with this a mass hanging from a spring hanging from another spring. So these springs are connected in series. Obviously when y,look at
IiAjADve-ec,tv_series,223,0.422,0.4065,,new_information,clean,"Margarita, oh, you are a hero to my people. -Are you okay? -She's crazy, man. -Is he dead? -Yes. Arrest him!",
o0AMK3wFK9E,ted,60,0.4222,0.1265,,new_information,clean,"But as it turns out, the right skill set for understanding that complicated subject was curiosity co-mingled with empathy. See, our bees are dying rapidly. And at the center of the problem is veroa, this tiny tick-like m",
H5DhD5Nwl_0,ted,6,0.4244,0.0352,,new_information,clean,"Dodging its trampling hooves, the vampire bat propels herself back into the night air. She tries to feed again, but each interruption puts her at greater risk. Thankfully, she doesn't live alone, and even though it's a c",
IiAjADve-ec,tv_series,49,0.4244,0.924,,useful_repetition,clean,"I will need you to sign this waiver. Señor Piñeda, I'm sure he's a very honest person. He knows I didn't mean him any harm. Will I be seeing you again? -No.",
4DfCXjwQBRA,commentary,16,0.426,0.0719,0.0,new_information,clean,"And now this brings me back to my earlier point. What is a beast? What is a beast? Because when it gets too close to humanoid, I start to get grossed out. Rhino man here is fine. Mantis guy looks nasty but he's definitel",
IiAjADve-ec,tv_series,148,0.4266,1.0,,redundant_repetition,clean,"I say we go. Let's do it for the people, man. We'll take a bucket of water, wouldn't that be great? We'll take a bucket of slimy, polluted water, dump it into their fish ponds. Yes, then that way, they can stick their ha",
ZL5LcsJGS5Y,tv_series,2,0.4269,0.9127,,clarification,clean,"Kader stepped out of the room, rubbing her eyes. ""Why are you both awake?"" she asked sleepily. Zeynep quickly forced a gentle smile and knelt beside her. ""Everything is okay.",
AeGEv0YVLtw,commentary,30,0.4288,0.8254,,useful_repetition,clean,"And in my experience that's true, cause I rationalised it. I rationalised it and I didn’t realise what that was costing me, cause in the end the only rationalisation that made sense was that I deserved it. We stayed toge",
3esF-pNAM9c,podcasts,93,0.4293,0.049,0.0,new_information,clean,so it would just make me have a bit of brain fog I would not think Super clearly but yet every night when I went to bed I would be dreaming about my flat white in the morning and it was something I really wanted to solve,
IiAjADve-ec,tv_series,125,0.4324,0.1663,,new_information,clean,"When you didn't hit me at the fishpond. At Arturo's. On the dance floor. Show me, Rogelio. Like them.",
iDtfzQnW-B4,commentary,49,0.4338,0.0965,,new_information,clean,"(laughs) I imagine though, if you go see a play and you didn't like that part, you can go, hey, hold on timeout! You're telling me Romeo and Juliet died? Nope. It's going to be way flame-emoji, heart-eyes-emoji. Okay, no",
3esF-pNAM9c,podcasts,26,0.4344,0.0049,0.0,new_information,repetition,no if you want sugar have it as dessert after a meal after lunch or after after dinner because after your lunch and after your dinner you have lots of food already in the digestive system so any sugar you put in afterwar,
o0AMK3wFK9E,ted,125,0.435,0.1218,,new_information,clean,"But right now, I'm going to go sit somewhere, play Hell Divers 2, order a big pizza, and go to the gym, and try to act like nothing happened today. I'm grateful. I'm blessed. And I'm humbled. >>",
IiAjADve-ec,tv_series,184,0.4353,0.2713,,new_information,clean,"Ask your father about what he's doing to the water. Why they're telling us it's polluted and keeping us from fishing, but guess what? They're not. The water's fine. Listen, I went swimming yesterday. -What?",
1NLoTuRR3hE,podcasts,210,0.4355,0.1578,,new_information,filled_pause,"Um, you know, the the sort of John Meechum language, you know, the soul of America is is is is struggling. And I really worry about our institutions. I worry about our democracy. I worry about neighbors turning on neighb",
1NLoTuRR3hE,podcasts,151,0.4365,0.1578,,new_information,revision,">> Well, I mean, divorce, you lose your mom, divorce, dealing with a new job, dealing with high-profile decisions that became very national. All of a sudden, I'm, you know, punching above my weight as a young elected off",
Aj0s9ztoKUc,entertainment,24,0.4374,0.1265,,new_information,clean,"He thought he was Scottish, so he doesn't know jack. Okay. That's pretty close. I think that there's one country where they take something that's good",
6HVYHNTDOFs,commentary,5,0.4377,0.02,0.0,new_information,clean,"(pensive music) Today, we know that ice wouldn't have saved his brother's life because he likely suffered from a rare case of bone tuberculosis. But at the time, Tudor believed that it was the lack of ice on the islands ",
iDtfzQnW-B4,commentary,50,0.4381,0.6638,,new_information,clean,Oh my gosh. Lightning-emoji. Do you want to come over to my house and watch the wizard-emoji? Cup-emoji of fire-emoji? Can you take Chris Phucker tonight?,
1NLoTuRR3hE,podcasts,203,0.4384,0.1197,,new_information,repetition,>> Because even the crazy thing I I observe about Trump is even the imperfect things he says that would once upon a time have revolted on people and would have had adverse reactions. The fact that he's willing to say the,
IiAjADve-ec,tv_series,140,0.4385,0.9729,,clarification,clean,"I pick these for you. Oh, Margarita. Mija, I have disgraced our family's name. No, it's not possible.",
MsIvs_6vC38,lectures,10,0.4404,0.6948,,clarification,clean,"It doesn't know the difference. If I transpose these guys, that product, then again it turns out that I have to reverse the order. I can transpose them separately, but when I multiply, those transposes come in the opposi",
o0AMK3wFK9E,ted,24,0.4411,0.1663,,new_information,clean,Your talk benefits so much from just you going slow and letting like the things just sit with us. >> The environment is so supportive. I think that everyone here is here to lift each other up. And so to get that kind of ,
4X16Iw5ST4Q,commentary,6,0.4432,0.7466,1.0,clarification,filled_pause,oh yeah all the time girls just like chase you and kiss you okay yeah literally like every day and they say how ugly you are while they do it the [ __ ] and this is kind of [ __ ] up too because it's like kind of like on,
o0AMK3wFK9E,ted,88,0.4435,1.0,,off_topic,clean,"And as you can see, we have abused this bug. Its protective layer is dissolving. Its insides are exploding. Within days, the creature conservancy started pebbles on a treatment of peromy.",as you can see
IiAjADve-ec,tv_series,15,0.4437,0.1216,,new_information,clean,"What is this? It's the… help… we agreed on for the village. Yes, sir. [Spanish spoken audio] Are you sure? -The language is… -Lawyer, sir. Lawyers, I agree. -They make everything more complicated. -It's confusing. Sir.",
o0AMK3wFK9E,ted,23,0.4485,1.0,,off_topic,clean,">> I got some good feedback on some things I could adjust in my talk, which was very helpful. So, rehearsals were fantastic. Yeah, >> out of all the cities, definitely this is one of our strongest lineups. And what made ",
o0AMK3wFK9E,ted,119,0.449,0.9163,,clarification,clean,">> Deliberation complete and decision made. And for one lucky speaker, their lives are about to be changed forever. Y'all, what we witnessed was so extraordinary. You guys all took the stage. You all moved people. You ch",
1NLoTuRR3hE,podcasts,163,0.451,0.075,,new_information,clean,And there's a blind spot that I keep seeing in early stage founders. They spend very little time thinking about HR. And it's not because they're reckless or they don't care. It's because they're obsessed with building th,
4IenX7OHumk,tv_series,5,0.4516,0.3337,0.0,new_information,repetition,[Music] While others starve Saba's [Music] Ingenuity keeps her in the game [Music] [Music] only a fool comes between a queen and her [Music] pride matsumi is King is coming [Music] the nomads are banished lucky to be ali,
1NLoTuRR3hE,podcasts,165,0.4537,1.0,,off_topic,clean,"It grows with your small business from startup through to growth, even when you start hiring team members abroad. So, if you want HR support that's there through the exciting times and the challenging times, head to just",
4DfCXjwQBRA,commentary,37,0.4541,1.0,1.0,discourse_filler,clean,"Did that happen in that movie? Who's to say? - You actually want me to slide down a bowling alley? - Yeah, what's wrong with that? Like balls go down, so like we can go down too. - So, the problem with that argument is t",
IiAjADve-ec,tv_series,102,0.4541,0.0719,,new_information,clean,"Do you think this bump is big enough? Yes, look, I was snooping around a little. I came across this safe, and… Hi, it's Margarita, may I come in? Yes.",
1NLoTuRR3hE,podcasts,227,0.4546,0.3251,,new_information,filled_pause,"Completely made 100% made it up and then federalizes the guard. Um, it's uh it's a game. It's a show. It's a dangerous game and it's a very exhausting show and it's becoming derivative and uh and more dangerous. >> Isn't",
iDtfzQnW-B4,commentary,9,0.4565,1.0,,discourse_filler,clean,Okay so this is a flashback I think Tony it's so not just one night. It's every night. God I wish you'd never play football again. (crash),
o0AMK3wFK9E,ted,65,0.4575,0.0205,,new_information,clean,"It's got so much energy. When I imagined myself as one of these mites, I realized that my world was only smell, taste, and touch. And so I took this really thin membrane that felt like bee skin and rubbed it up against a",
Ff7J-ERl8o0,entertainment,14,0.458,0.0252,,new_information,repetition,"What are the qualities that distinguished Philly's hip-hop scene at that time? Like, how was it different from what was going on in like New York or Los Angeles? We were in the shadow of, you know, one of the major sort ",
